ty,gk,qk,n_opt,mouth_pred
RACExRELIG,RACExRELIG :: Asian | Agnostic,ADMISSIONa_W43,3,"0.211352,0.312358,0.476290"
RACExRELIG,RACExRELIG :: Asian | Protestant,BUSPROFIT_W92,2,"0.685949,0.314051"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,BUSPROFIT_W92,2,"0.665411,0.334589"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,BUSPROFIT_W92,2,"0.620622,0.379378"
RACExRELIG,RACExRELIG :: Black | Protestant,BUSPROFIT_W92,2,"0.618780,0.381220"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,BUSPROFIT_W92,2,"0.609524,0.390476"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,BUSPROFIT_W92,2,"0.615088,0.384912"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,BUSPROFIT_W92,2,"0.613237,0.386763"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,BUSPROFIT_W92,2,"0.603932,0.396068"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,BUSPROFIT_W92,2,"0.605799,0.394201"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,BUSPROFIT_W92,2,"0.602062,0.397938"
RACExRELIG,RACExRELIG :: Other | Protestant,BUSPROFIT_W92,2,"0.600188,0.399812"
RACExRELIG,RACExRELIG :: Refused | Protestant,BUSPROFIT_W92,2,"0.575588,0.424412"
RACExRELIG,RACExRELIG :: White | Agnostic,BUSPROFIT_W92,2,"0.638835,0.361165"
RACExRELIG,RACExRELIG :: White | Atheist,BUSPROFIT_W92,2,"0.609524,0.390476"
RACExRELIG,RACExRELIG :: White | Buddhist,BUSPROFIT_W92,2,"0.554470,0.445530"
RACExRELIG,RACExRELIG :: White | Jewish,BUSPROFIT_W92,2,"0.590779,0.409221"
RACExRELIG,RACExRELIG :: White | Mormon,BUSPROFIT_W92,2,"0.560253,0.439747"
RACExRELIG,RACExRELIG :: White | Nothing in particular,BUSPROFIT_W92,2,"0.566019,0.433981"
RACExRELIG,RACExRELIG :: White | Orthodox,BUSPROFIT_W92,2,"0.538983,0.461017"
RACExRELIG,RACExRELIG :: White | Other,BUSPROFIT_W92,2,"0.564098,0.435902"
RACExRELIG,RACExRELIG :: White | Protestant,BUSPROFIT_W92,2,"0.558327,0.441673"
RACExRELIG,RACExRELIG :: White | Roman Catholic,BUSPROFIT_W92,2,"0.544801,0.455199"
RACExRELIG,RACExRELIG :: Asian | Agnostic,CANDEXP_W92,4,"0.370638,0.246898,0.223054,0.159410"
RACExRELIG,RACExRELIG :: Asian | Hindu,CANDEXP_W92,4,"0.353625,0.266930,0.221293,0.158151"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,CANDEXP_W92,4,"0.344195,0.272281,0.217081,0.166442"
RACExRELIG,RACExRELIG :: Asian | Protestant,CANDEXP_W92,4,"0.350224,0.254235,0.212422,0.183119"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,CANDEXP_W92,4,"0.373201,0.250556,0.201327,0.174916"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,CANDEXP_W92,4,"0.329156,0.295054,0.222718,0.153072"
RACExRELIG,RACExRELIG :: Black | Protestant,CANDEXP_W92,4,"0.335873,0.276282,0.220271,0.167573"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,CANDEXP_W92,4,"0.351083,0.277729,0.212942,0.158245"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,CANDEXP_W92,4,"0.319417,0.295413,0.228277,0.156893"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,CANDEXP_W92,4,"0.329655,0.277597,0.223056,0.169692"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,CANDEXP_W92,4,"0.344189,0.276564,0.215388,0.163859"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,CANDEXP_W92,4,"0.322755,0.287065,0.220100,0.170080"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,CANDEXP_W92,4,"0.327296,0.271338,0.216330,0.185036"
RACExRELIG,RACExRELIG :: Other | Protestant,CANDEXP_W92,4,"0.332330,0.271240,0.212899,0.183530"
RACExRELIG,RACExRELIG :: Refused | Protestant,CANDEXP_W92,4,"0.316448,0.272795,0.215799,0.194958"
RACExRELIG,RACExRELIG :: White | Agnostic,CANDEXP_W92,4,"0.318667,0.266257,0.227741,0.187335"
RACExRELIG,RACExRELIG :: White | Atheist,CANDEXP_W92,4,"0.314591,0.273321,0.235618,0.176470"
RACExRELIG,RACExRELIG :: White | Buddhist,CANDEXP_W92,4,"0.301051,0.282812,0.241902,0.174235"
RACExRELIG,RACExRELIG :: White | Jewish,CANDEXP_W92,4,"0.332815,0.280258,0.218265,0.168662"
RACExRELIG,RACExRELIG :: White | Mormon,CANDEXP_W92,4,"0.339340,0.270545,0.220812,0.169303"
RACExRELIG,RACExRELIG :: White | Nothing in particular,CANDEXP_W92,4,"0.317271,0.282187,0.219767,0.180775"
RACExRELIG,RACExRELIG :: White | Orthodox,CANDEXP_W92,4,"0.323314,0.272258,0.218765,0.185664"
RACExRELIG,RACExRELIG :: White | Other,CANDEXP_W92,4,"0.312600,0.275869,0.223405,0.188126"
RACExRELIG,RACExRELIG :: White | Protestant,CANDEXP_W92,4,"0.329372,0.268826,0.212659,0.189143"
RACExRELIG,RACExRELIG :: White | Roman Catholic,CANDEXP_W92,4,"0.347294,0.268368,0.204164,0.180174"
RACExRELIG,RACExRELIG :: Asian | Agnostic,CANMTCHPOL_W92,2,"0.405449,0.594551"
RACExRELIG,RACExRELIG :: Asian | Hindu,CANMTCHPOL_W92,2,"0.420600,0.579400"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,CANMTCHPOL_W92,2,"0.413004,0.586996"
RACExRELIG,RACExRELIG :: Asian | Protestant,CANMTCHPOL_W92,2,"0.416797,0.583203"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,CANMTCHPOL_W92,2,"0.422505,0.577495"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,CANMTCHPOL_W92,2,"0.384912,0.615088"
RACExRELIG,RACExRELIG :: Black | Protestant,CANMTCHPOL_W92,2,"0.396068,0.603932"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,CANMTCHPOL_W92,2,"0.397938,0.602062"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,CANMTCHPOL_W92,2,"0.399812,0.600188"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,CANMTCHPOL_W92,2,"0.409221,0.590779"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,CANMTCHPOL_W92,2,"0.413004,0.586996"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,CANMTCHPOL_W92,2,"0.392337,0.607663"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,CANMTCHPOL_W92,2,"0.401688,0.598312"
RACExRELIG,RACExRELIG :: Other | Protestant,CANMTCHPOL_W92,2,"0.405449,0.594551"
RACExRELIG,RACExRELIG :: Refused | Protestant,CANMTCHPOL_W92,2,"0.411111,0.588889"
RACExRELIG,RACExRELIG :: White | Agnostic,CANMTCHPOL_W92,2,"0.407333,0.592667"
RACExRELIG,RACExRELIG :: White | Atheist,CANMTCHPOL_W92,2,"0.384912,0.615088"
RACExRELIG,RACExRELIG :: White | Buddhist,CANMTCHPOL_W92,2,"0.426322,0.573678"
RACExRELIG,RACExRELIG :: White | Jewish,CANMTCHPOL_W92,2,"0.414899,0.585101"
RACExRELIG,RACExRELIG :: White | Mormon,CANMTCHPOL_W92,2,"0.405449,0.594551"
RACExRELIG,RACExRELIG :: White | Nothing in particular,CANMTCHPOL_W92,2,"0.414899,0.585101"
RACExRELIG,RACExRELIG :: White | Orthodox,CANMTCHPOL_W92,2,"0.433981,0.566019"
RACExRELIG,RACExRELIG :: White | Other,CANMTCHPOL_W92,2,"0.405449,0.594551"
RACExRELIG,RACExRELIG :: White | Protestant,CANMTCHPOL_W92,2,"0.426322,0.573678"
RACExRELIG,RACExRELIG :: White | Roman Catholic,CANMTCHPOL_W92,2,"0.430147,0.569853"
RACExRELIG,RACExRELIG :: Asian | Agnostic,CANQUALPOL_W92,4,"0.133032,0.137255,0.381946,0.347766"
RACExRELIG,RACExRELIG :: Asian | Hindu,CANQUALPOL_W92,4,"0.094310,0.138296,0.400174,0.367220"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,CANQUALPOL_W92,4,"0.078951,0.125181,0.407259,0.388609"
RACExRELIG,RACExRELIG :: Asian | Protestant,CANQUALPOL_W92,4,"0.119079,0.137059,0.347269,0.396593"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,CANQUALPOL_W92,4,"0.115549,0.131961,0.339618,0.412871"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,CANQUALPOL_W92,4,"0.075914,0.146328,0.426735,0.351023"
RACExRELIG,RACExRELIG :: Black | Protestant,CANQUALPOL_W92,4,"0.109423,0.153110,0.367293,0.370174"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,CANQUALPOL_W92,4,"0.097284,0.144905,0.370027,0.387785"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,CANQUALPOL_W92,4,"0.074565,0.137146,0.446186,0.342103"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,CANQUALPOL_W92,4,"0.102292,0.143132,0.389074,0.365501"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,CANQUALPOL_W92,4,"0.097158,0.140264,0.384268,0.378310"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,CANQUALPOL_W92,4,"0.077728,0.138565,0.404095,0.379612"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,CANQUALPOL_W92,4,"0.114989,0.152336,0.340622,0.392054"
RACExRELIG,RACExRELIG :: Other | Protestant,CANQUALPOL_W92,4,"0.122266,0.158224,0.342904,0.376606"
RACExRELIG,RACExRELIG :: Refused | Protestant,CANQUALPOL_W92,4,"0.130042,0.168287,0.342615,0.359057"
RACExRELIG,RACExRELIG :: White | Agnostic,CANQUALPOL_W92,4,"0.138531,0.159449,0.348268,0.353752"
RACExRELIG,RACExRELIG :: White | Atheist,CANQUALPOL_W92,4,"0.103722,0.165747,0.382375,0.348156"
RACExRELIG,RACExRELIG :: White | Buddhist,CANQUALPOL_W92,4,"0.114453,0.173162,0.396371,0.316014"
RACExRELIG,RACExRELIG :: White | Jewish,CANQUALPOL_W92,4,"0.095498,0.149071,0.380666,0.374764"
RACExRELIG,RACExRELIG :: White | Mormon,CANQUALPOL_W92,4,"0.120024,0.162777,0.372600,0.344599"
RACExRELIG,RACExRELIG :: White | Nothing in particular,CANQUALPOL_W92,4,"0.096844,0.154757,0.380046,0.368353"
RACExRELIG,RACExRELIG :: White | Orthodox,CANQUALPOL_W92,4,"0.142531,0.178774,0.331395,0.347299"
RACExRELIG,RACExRELIG :: White | Other,CANQUALPOL_W92,4,"0.113419,0.159947,0.357641,0.368993"
RACExRELIG,RACExRELIG :: White | Protestant,CANQUALPOL_W92,4,"0.130253,0.160841,0.337850,0.371056"
RACExRELIG,RACExRELIG :: White | Roman Catholic,CANQUALPOL_W92,4,"0.117760,0.148863,0.338099,0.395278"
RACExRELIG,RACExRELIG :: Asian | Agnostic,COMPROMISEVAL_W92,2,"0.480479,0.519521"
RACExRELIG,RACExRELIG :: Asian | Hindu,COMPROMISEVAL_W92,2,"0.449393,0.550607"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,COMPROMISEVAL_W92,2,"0.459076,0.540924"
RACExRELIG,RACExRELIG :: Asian | Protestant,COMPROMISEVAL_W92,2,"0.482429,0.517571"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,COMPROMISEVAL_W92,2,"0.470737,0.529263"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,COMPROMISEVAL_W92,2,"0.432063,0.567937"
RACExRELIG,RACExRELIG :: Black | Protestant,COMPROMISEVAL_W92,2,"0.453262,0.546738"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,COMPROMISEVAL_W92,2,"0.437824,0.562177"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,COMPROMISEVAL_W92,2,"0.443600,0.556400"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,COMPROMISEVAL_W92,2,"0.461017,0.538983"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,COMPROMISEVAL_W92,2,"0.447460,0.552540"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,COMPROMISEVAL_W92,2,"0.441673,0.558327"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,COMPROMISEVAL_W92,2,"0.461017,0.538983"
RACExRELIG,RACExRELIG :: Other | Protestant,COMPROMISEVAL_W92,2,"0.466846,0.533154"
RACExRELIG,RACExRELIG :: Refused | Protestant,COMPROMISEVAL_W92,2,"0.472683,0.527317"
RACExRELIG,RACExRELIG :: White | Agnostic,COMPROMISEVAL_W92,2,"0.488283,0.511717"
RACExRELIG,RACExRELIG :: White | Atheist,COMPROMISEVAL_W92,2,"0.453262,0.546738"
RACExRELIG,RACExRELIG :: White | Buddhist,COMPROMISEVAL_W92,2,"0.437824,0.562177"
RACExRELIG,RACExRELIG :: White | Jewish,COMPROMISEVAL_W92,2,"0.437824,0.562177"
RACExRELIG,RACExRELIG :: White | Mormon,COMPROMISEVAL_W92,2,"0.449393,0.550607"
RACExRELIG,RACExRELIG :: White | Nothing in particular,COMPROMISEVAL_W92,2,"0.455199,0.544801"
RACExRELIG,RACExRELIG :: White | Orthodox,COMPROMISEVAL_W92,2,"0.470737,0.529263"
RACExRELIG,RACExRELIG :: White | Other,COMPROMISEVAL_W92,2,"0.468791,0.531209"
RACExRELIG,RACExRELIG :: White | Protestant,COMPROMISEVAL_W92,2,"0.464902,0.535098"
RACExRELIG,RACExRELIG :: White | Roman Catholic,COMPROMISEVAL_W92,2,"0.451327,0.548674"
RACExRELIG,RACExRELIG :: Asian | Agnostic,CRIM_SENT2_W92,3,"0.370531,0.345373,0.284096"
RACExRELIG,RACExRELIG :: Asian | Hindu,CRIM_SENT2_W92,3,"0.326210,0.381378,0.292412"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,CRIM_SENT2_W92,3,"0.328358,0.374996,0.296646"
RACExRELIG,RACExRELIG :: Asian | Protestant,CRIM_SENT2_W92,3,"0.337580,0.362170,0.300250"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,CRIM_SENT2_W92,3,"0.328400,0.360677,0.310923"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,CRIM_SENT2_W92,3,"0.306402,0.372491,0.321107"
RACExRELIG,RACExRELIG :: Black | Protestant,CRIM_SENT2_W92,3,"0.318371,0.360761,0.320868"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,CRIM_SENT2_W92,3,"0.307585,0.362424,0.329991"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,CRIM_SENT2_W92,3,"0.308758,0.387270,0.303972"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,CRIM_SENT2_W92,3,"0.316945,0.373452,0.309603"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,CRIM_SENT2_W92,3,"0.311275,0.372548,0.316177"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,CRIM_SENT2_W92,3,"0.310975,0.378050,0.310975"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,CRIM_SENT2_W92,3,"0.320755,0.363463,0.315782"
RACExRELIG,RACExRELIG :: Other | Protestant,CRIM_SENT2_W92,3,"0.320868,0.360761,0.318371"
RACExRELIG,RACExRELIG :: Refused | Protestant,CRIM_SENT2_W92,3,"0.302842,0.351302,0.345856"
RACExRELIG,RACExRELIG :: White | Agnostic,CRIM_SENT2_W92,3,"0.335451,0.354307,0.310242"
RACExRELIG,RACExRELIG :: White | Atheist,CRIM_SENT2_W92,3,"0.320308,0.351789,0.327903"
RACExRELIG,RACExRELIG :: White | Buddhist,CRIM_SENT2_W92,3,"0.287222,0.371693,0.341085"
RACExRELIG,RACExRELIG :: White | Jewish,CRIM_SENT2_W92,3,"0.314915,0.379860,0.305226"
RACExRELIG,RACExRELIG :: White | Mormon,CRIM_SENT2_W92,3,"0.309167,0.364288,0.326545"
RACExRELIG,RACExRELIG :: White | Nothing in particular,CRIM_SENT2_W92,3,"0.303594,0.357722,0.338684"
RACExRELIG,RACExRELIG :: White | Orthodox,CRIM_SENT2_W92,3,"0.302687,0.362269,0.335044"
RACExRELIG,RACExRELIG :: White | Other,CRIM_SENT2_W92,3,"0.302745,0.359519,0.337736"
RACExRELIG,RACExRELIG :: White | Protestant,CRIM_SENT2_W92,3,"0.309486,0.345257,0.345257"
RACExRELIG,RACExRELIG :: White | Roman Catholic,CRIM_SENT2_W92,3,"0.302009,0.344906,0.353085"
RACExRELIG,RACExRELIG :: Asian | Hindu,DEBTb_W54,2,"0.663669,0.336331"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,DEBTb_W54,2,"0.644225,0.355775"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,DEBTb_W54,2,"0.560253,0.439747"
RACExRELIG,RACExRELIG :: Black | Protestant,DEBTb_W54,2,"0.583203,0.416797"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,DEBTb_W54,2,"0.581303,0.418697"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,DEBTb_W54,2,"0.588889,0.411111"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,DEBTb_W54,2,"0.609524,0.390476"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,DEBTb_W54,2,"0.602062,0.397938"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,DEBTb_W54,2,"0.602062,0.397938"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,DEBTb_W54,2,"0.609524,0.390476"
RACExRELIG,RACExRELIG :: Refused | Protestant,DEBTb_W54,2,"0.544801,0.455199"
RACExRELIG,RACExRELIG :: White | Agnostic,DEBTb_W54,2,"0.548674,0.451327"
RACExRELIG,RACExRELIG :: White | Atheist,DEBTb_W54,2,"0.531209,0.468791"
RACExRELIG,RACExRELIG :: White | Jewish,DEBTb_W54,2,"0.583203,0.416797"
RACExRELIG,RACExRELIG :: White | Mormon,DEBTb_W54,2,"0.592667,0.407333"
RACExRELIG,RACExRELIG :: White | Nothing in particular,DEBTb_W54,2,"0.562177,0.437824"
RACExRELIG,RACExRELIG :: White | Orthodox,DEBTb_W54,2,"0.566019,0.433981"
RACExRELIG,RACExRELIG :: White | Other,DEBTb_W54,2,"0.564098,0.435902"
RACExRELIG,RACExRELIG :: White | Protestant,DEBTb_W54,2,"0.583203,0.416797"
RACExRELIG,RACExRELIG :: White | Roman Catholic,DEBTb_W54,2,"0.583203,0.416797"
RACExRELIG,RACExRELIG :: Asian | Hindu,DEBTd_W54,2,"0.661923,0.338077"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,DEBTd_W54,2,"0.620622,0.379378"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,DEBTd_W54,2,"0.546738,0.453262"
RACExRELIG,RACExRELIG :: Black | Protestant,DEBTd_W54,2,"0.575588,0.424412"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,DEBTd_W54,2,"0.579400,0.420600"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,DEBTd_W54,2,"0.569853,0.430147"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,DEBTd_W54,2,"0.594551,0.405449"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,DEBTd_W54,2,"0.596433,0.403567"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,DEBTd_W54,2,"0.573678,0.426322"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,DEBTd_W54,2,"0.588889,0.411111"
RACExRELIG,RACExRELIG :: Refused | Protestant,DEBTd_W54,2,"0.529263,0.470737"
RACExRELIG,RACExRELIG :: White | Agnostic,DEBTd_W54,2,"0.550607,0.449393"
RACExRELIG,RACExRELIG :: White | Atheist,DEBTd_W54,2,"0.533154,0.466846"
RACExRELIG,RACExRELIG :: White | Jewish,DEBTd_W54,2,"0.581303,0.418697"
RACExRELIG,RACExRELIG :: White | Mormon,DEBTd_W54,2,"0.590779,0.409221"
RACExRELIG,RACExRELIG :: White | Nothing in particular,DEBTd_W54,2,"0.548674,0.451327"
RACExRELIG,RACExRELIG :: White | Orthodox,DEBTd_W54,2,"0.554470,0.445530"
RACExRELIG,RACExRELIG :: White | Other,DEBTd_W54,2,"0.556400,0.443600"
RACExRELIG,RACExRELIG :: White | Protestant,DEBTd_W54,2,"0.571767,0.428233"
RACExRELIG,RACExRELIG :: White | Roman Catholic,DEBTd_W54,2,"0.579400,0.420600"
RACExRELIG,RACExRELIG :: Asian | Agnostic,DIFFPARTY_W92,3,"0.456612,0.264267,0.279121"
RACExRELIG,RACExRELIG :: Asian | Hindu,DIFFPARTY_W92,3,"0.420860,0.303134,0.276006"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,DIFFPARTY_W92,3,"0.418049,0.303471,0.278480"
RACExRELIG,RACExRELIG :: Asian | Protestant,DIFFPARTY_W92,3,"0.422914,0.297557,0.279529"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,DIFFPARTY_W92,3,"0.433507,0.288778,0.277715"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,DIFFPARTY_W92,3,"0.401615,0.320195,0.278190"
RACExRELIG,RACExRELIG :: Black | Protestant,DIFFPARTY_W92,3,"0.406602,0.311753,0.281645"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,DIFFPARTY_W92,3,"0.419861,0.304787,0.275352"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,DIFFPARTY_W92,3,"0.397727,0.324615,0.277658"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,DIFFPARTY_W92,3,"0.404616,0.315115,0.280269"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,DIFFPARTY_W92,3,"0.415062,0.308448,0.276491"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,DIFFPARTY_W92,3,"0.406102,0.321253,0.272644"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,DIFFPARTY_W92,3,"0.407260,0.317174,0.275566"
RACExRELIG,RACExRELIG :: Other | Protestant,DIFFPARTY_W92,3,"0.408268,0.315485,0.276248"
RACExRELIG,RACExRELIG :: Refused | Protestant,DIFFPARTY_W92,3,"0.396119,0.320787,0.283094"
RACExRELIG,RACExRELIG :: White | Agnostic,DIFFPARTY_W92,3,"0.414386,0.300812,0.284803"
RACExRELIG,RACExRELIG :: White | Atheist,DIFFPARTY_W92,3,"0.409678,0.302078,0.288244"
RACExRELIG,RACExRELIG :: White | Buddhist,DIFFPARTY_W92,3,"0.385244,0.319379,0.295377"
RACExRELIG,RACExRELIG :: White | Jewish,DIFFPARTY_W92,3,"0.413661,0.317165,0.269174"
RACExRELIG,RACExRELIG :: White | Mormon,DIFFPARTY_W92,3,"0.411517,0.303434,0.285049"
RACExRELIG,RACExRELIG :: White | Nothing in particular,DIFFPARTY_W92,3,"0.404719,0.312742,0.282539"
RACExRELIG,RACExRELIG :: White | Orthodox,DIFFPARTY_W92,3,"0.402926,0.311357,0.285717"
RACExRELIG,RACExRELIG :: White | Other,DIFFPARTY_W92,3,"0.404616,0.315115,0.280269"
RACExRELIG,RACExRELIG :: White | Protestant,DIFFPARTY_W92,3,"0.403904,0.309684,0.286411"
RACExRELIG,RACExRELIG :: White | Roman Catholic,DIFFPARTY_W92,3,"0.423761,0.300492,0.275747"
RACExRELIG,RACExRELIG :: Asian | Agnostic,DNA3b_W50,2,"0.603932,0.396068"
RACExRELIG,RACExRELIG :: Asian | Hindu,DNA3b_W50,2,"0.566019,0.433981"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,DNA3b_W50,2,"0.546738,0.453262"
RACExRELIG,RACExRELIG :: Asian | Protestant,DNA3b_W50,2,"0.552540,0.447460"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,DNA3b_W50,2,"0.515620,0.484380"
RACExRELIG,RACExRELIG :: Black | Protestant,DNA3b_W50,2,"0.517571,0.482429"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,DNA3b_W50,2,"0.519521,0.480479"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,DNA3b_W50,2,"0.521471,0.478529"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,DNA3b_W50,2,"0.523420,0.476580"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,DNA3b_W50,2,"0.525369,0.474631"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,DNA3b_W50,2,"0.531209,0.468791"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,DNA3b_W50,2,"0.527317,0.472683"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,DNA3b_W50,2,"0.533154,0.466846"
RACExRELIG,RACExRELIG :: Refused | Protestant,DNA3b_W50,2,"0.511717,0.488283"
RACExRELIG,RACExRELIG :: White | Agnostic,DNA3b_W50,2,"0.519521,0.480479"
RACExRELIG,RACExRELIG :: White | Atheist,DNA3b_W50,2,"0.501953,0.498047"
RACExRELIG,RACExRELIG :: White | Buddhist,DNA3b_W50,2,"0.492188,0.507812"
RACExRELIG,RACExRELIG :: White | Jewish,DNA3b_W50,2,"0.513668,0.486332"
RACExRELIG,RACExRELIG :: White | Mormon,DNA3b_W50,2,"0.527317,0.472683"
RACExRELIG,RACExRELIG :: White | Nothing in particular,DNA3b_W50,2,"0.505859,0.494141"
RACExRELIG,RACExRELIG :: White | Orthodox,DNA3b_W50,2,"0.500000,0.500000"
RACExRELIG,RACExRELIG :: White | Other,DNA3b_W50,2,"0.513668,0.486332"
RACExRELIG,RACExRELIG :: White | Protestant,DNA3b_W50,2,"0.515620,0.484380"
RACExRELIG,RACExRELIG :: White | Roman Catholic,DNA3b_W50,2,"0.515620,0.484380"
RACExRELIG,RACExRELIG :: Asian | Agnostic,DNA3c_W50,2,"0.620622,0.379378"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,DNA3c_W50,2,"0.577495,0.422505"
RACExRELIG,RACExRELIG :: Asian | Protestant,DNA3c_W50,2,"0.581303,0.418697"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,DNA3c_W50,2,"0.544801,0.455199"
RACExRELIG,RACExRELIG :: Black | Protestant,DNA3c_W50,2,"0.542863,0.457137"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,DNA3c_W50,2,"0.546738,0.453262"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,DNA3c_W50,2,"0.548674,0.451327"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,DNA3c_W50,2,"0.552540,0.447460"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,DNA3c_W50,2,"0.554470,0.445530"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,DNA3c_W50,2,"0.558327,0.441673"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,DNA3c_W50,2,"0.554470,0.445530"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,DNA3c_W50,2,"0.558327,0.441673"
RACExRELIG,RACExRELIG :: Refused | Protestant,DNA3c_W50,2,"0.535098,0.464902"
RACExRELIG,RACExRELIG :: White | Agnostic,DNA3c_W50,2,"0.542863,0.457137"
RACExRELIG,RACExRELIG :: White | Atheist,DNA3c_W50,2,"0.527317,0.472683"
RACExRELIG,RACExRELIG :: White | Buddhist,DNA3c_W50,2,"0.513668,0.486332"
RACExRELIG,RACExRELIG :: White | Jewish,DNA3c_W50,2,"0.540924,0.459076"
