ty,gk,qk,n_opt,mouth_pred
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,ADKIDS_W50,3,"0.329804,0.262943,0.407253"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,COMMYRS_W32,5,"0.110319,0.140550,0.204499,0.244753,0.299878"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,COMMYRS_W32,5,"0.142996,0.158282,0.192422,0.228507,0.277794"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,COMMYRS_W32,5,"0.125103,0.175051,0.196815,0.231905,0.271125"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,COMMYRS_W32,5,"0.107086,0.157031,0.206414,0.245122,0.284347"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,COMMYRS_W32,5,"0.119997,0.141391,0.167906,0.236785,0.333921"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,COMMYRS_W32,5,"0.135426,0.153458,0.167229,0.221543,0.322343"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,COMMYRS_W32,5,"0.144126,0.147543,0.190935,0.228520,0.288876"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,COMMYRS_W32,5,"0.120969,0.155328,0.193308,0.242463,0.287932"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,COMMYRS_W32,5,"0.104665,0.145313,0.203329,0.241459,0.305233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,COMMYRS_W32,5,"0.138220,0.142608,0.166725,0.220875,0.331572"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,COMMYRS_W32,5,"0.104641,0.146419,0.198573,0.245205,0.305163"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,COMMYRS_W32,5,"0.151291,0.144363,0.175501,0.218415,0.310430"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,COMMYRS_W32,5,"0.109986,0.143449,0.191530,0.229231,0.325803"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,COMMYRS_W32,5,"0.148820,0.133401,0.157185,0.219942,0.340652"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,COMMYRS_W32,5,"0.126787,0.149392,0.162798,0.229582,0.331441"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,COMMYRS_W32,5,"0.108267,0.131619,0.170328,0.229201,0.360584"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,COMMYRS_W32,5,"0.130146,0.140721,0.153349,0.230205,0.345578"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,COMMYRS_W32,5,"0.128446,0.118793,0.129453,0.215107,0.408201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,COMMYRS_W32,5,"0.146483,0.130284,0.132336,0.204966,0.385931"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,DEBTb_W54,2,"0.653127,0.346873"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,DEBTb_W54,2,"0.679179,0.320821"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,DEBTb_W54,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,DEBTb_W54,2,"0.577495,0.422505"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,DEBTb_W54,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,DEBTb_W54,2,"0.583203,0.416797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,DEBTb_W54,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,DEBTb_W54,2,"0.626124,0.373876"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,DEBTb_W54,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,DEBTb_W54,2,"0.642432,0.357568"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,DEBTb_W54,2,"0.598312,0.401688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,DEBTb_W54,2,"0.629775,0.370225"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,DEBTb_W54,2,"0.564098,0.435902"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,DEBTb_W54,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,DEBTb_W54,2,"0.577495,0.422505"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,DEBTb_W54,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,DEBTb_W54,2,"0.586996,0.413004"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,DEBTb_W54,2,"0.615088,0.384912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,DEBTb_W54,2,"0.590779,0.409221"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,DNA2a_W50,2,"0.734120,0.265880"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,DNA2a_W50,2,"0.692642,0.307358"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,DNA2a_W50,2,"0.674050,0.325950"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,DNA2a_W50,2,"0.646014,0.353986"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,DNA2a_W50,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,DNA2a_W50,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,DNA2a_W50,2,"0.598312,0.401688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,DNA2a_W50,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,DNA2a_W50,2,"0.596433,0.403567"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,DNA2a_W50,2,"0.581303,0.418697"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,DNA2a_W50,2,"0.613237,0.386763"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,DNA2a_W50,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,DNA2a_W50,2,"0.631594,0.368406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,DNA2a_W50,2,"0.590779,0.409221"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,DNA2a_W50,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,DNA2a_W50,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,DNA2a_W50,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,DNA2a_W50,2,"0.552540,0.447460"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,DNA2a_W50,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,DNA2a_W50,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,DNA2a_W50,2,"0.607663,0.392337"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,DNA2a_W50,2,"0.586996,0.413004"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,DNA2a_W50,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,DNA2a_W50,2,"0.588889,0.411111"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,DNATEST_W50,2,"0.665411,0.334589"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,DNATEST_W50,2,"0.633410,0.366590"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,DNATEST_W50,2,"0.640636,0.359364"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,DNATEST_W50,2,"0.633410,0.366590"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,DNATEST_W50,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,DNATEST_W50,2,"0.588889,0.411111"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,DNATEST_W50,2,"0.575588,0.424412"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,DNATEST_W50,2,"0.567937,0.432063"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,DNATEST_W50,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,DNATEST_W50,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,DNATEST_W50,2,"0.577495,0.422505"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,DNATEST_W50,2,"0.588889,0.411111"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,DNATEST_W50,2,"0.631594,0.368406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,DNATEST_W50,2,"0.586996,0.413004"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,DNATEST_W50,2,"0.594551,0.405449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,DNATEST_W50,2,"0.592667,0.407333"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,DNATEST_W50,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,DNATEST_W50,2,"0.564098,0.435902"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,DNATEST_W50,2,"0.590779,0.409221"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,DNATEST_W50,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,DNATEST_W50,2,"0.607663,0.392337"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,DNATEST_W50,2,"0.598312,0.401688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,DNATEST_W50,2,"0.615088,0.384912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,DNATEST_W50,2,"0.609524,0.390476"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,E5MOD_W50,3,"0.423836,0.277958,0.298206"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,E5MOD_W50,3,"0.373252,0.299917,0.326831"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,E5MOD_W50,3,"0.372491,0.306402,0.321107"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,E5MOD_W50,3,"0.315082,0.325084,0.359835"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,E5MOD_W50,3,"0.347357,0.323772,0.328871"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,E5MOD_W50,3,"0.339299,0.318742,0.341960"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,E5MOD_W50,3,"0.337686,0.332451,0.329863"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,E5MOD_W50,3,"0.278196,0.335568,0.386236"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,E5MOD_W50,3,"0.309323,0.331855,0.358821"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,E5MOD_W50,3,"0.288661,0.334853,0.376485"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,E5MOD_W50,3,"0.341189,0.328119,0.330692"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,E5MOD_W50,3,"0.336753,0.323852,0.339394"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,E5MOD_W50,3,"0.331572,0.328992,0.339435"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,E5MOD_W50,3,"0.283273,0.344372,0.372355"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,E5MOD_W50,3,"0.335900,0.325565,0.338535"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,E5MOD_W50,3,"0.325365,0.322833,0.351803"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,E5MOD_W50,3,"0.318742,0.339299,0.341960"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,E5MOD_W50,3,"0.298726,0.354746,0.346528"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,E5MOD_W50,3,"0.350852,0.316968,0.332180"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,E5MOD_W50,3,"0.346394,0.317869,0.335737"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,E5MOD_W50,3,"0.346477,0.325485,0.328038"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,E5MOD_W50,3,"0.294639,0.321079,0.384282"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,E5MOD_W50,3,"0.317572,0.322573,0.359856"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,E5MOD_W50,3,"0.297406,0.326637,0.375957"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ECIMPa_W54,3,"0.509474,0.292566,0.197960"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ECIMPa_W54,3,"0.418659,0.339040,0.242301"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ECIMPa_W54,3,"0.506951,0.305089,0.187960"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ECIMPa_W54,3,"0.473778,0.305894,0.220327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ECIMPa_W54,3,"0.398222,0.340617,0.261160"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ECIMPa_W54,3,"0.536752,0.276296,0.186951"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ECIMPa_W54,3,"0.537810,0.270428,0.191762"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ECIMPa_W54,3,"0.497643,0.308994,0.193363"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ECIMPa_W54,3,"0.477811,0.308498,0.213690"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ECIMPa_W54,3,"0.410061,0.337307,0.252631"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ECIMPa_W54,3,"0.464051,0.311549,0.224400"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ECIMPa_W54,3,"0.382828,0.354058,0.263114"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ECIMPa_W54,3,"0.371693,0.341085,0.287222"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ECIMPa_W54,3,"0.472383,0.319630,0.207987"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ECIMPa_W54,3,"0.450253,0.314327,0.235420"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ECIMPa_W54,3,"0.382771,0.345804,0.271425"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ECIMPa_W54,3,"0.406249,0.318869,0.274882"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ECIMPa_W54,3,"0.508090,0.285013,0.206897"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECIMPa_W54,3,"0.493587,0.285667,0.220746"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ECIMPb_W54,3,"0.736093,0.112005,0.151901"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ECIMPb_W54,3,"0.651426,0.141986,0.206588"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ECIMPb_W54,3,"0.682508,0.147603,0.169890"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ECIMPb_W54,3,"0.682101,0.134314,0.183585"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ECIMPb_W54,3,"0.606213,0.161890,0.231897"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ECIMPb_W54,3,"0.730821,0.106111,0.163068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ECIMPb_W54,3,"0.765141,0.089966,0.144893"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ECIMPb_W54,3,"0.670898,0.148533,0.180570"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ECIMPb_W54,3,"0.678704,0.135749,0.185547"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ECIMPb_W54,3,"0.622557,0.150199,0.227244"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ECIMPb_W54,3,"0.667175,0.143164,0.189661"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ECIMPb_W54,3,"0.594513,0.169005,0.236481"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ECIMPb_W54,3,"0.526148,0.209287,0.264564"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ECIMPb_W54,3,"0.668685,0.152742,0.178573"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ECIMPb_W54,3,"0.670119,0.143796,0.186085"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ECIMPb_W54,3,"0.592935,0.171211,0.235853"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ECIMPb_W54,3,"0.611853,0.155914,0.232233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ECIMPb_W54,3,"0.718995,0.112876,0.168129"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECIMPb_W54,3,"0.727736,0.107327,0.164937"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ECIMPd_W54,3,"0.686409,0.155570,0.158020"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ECIMPd_W54,3,"0.603426,0.192867,0.203708"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ECIMPd_W54,3,"0.629931,0.195144,0.174926"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ECIMPd_W54,3,"0.643810,0.176008,0.180182"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ECIMPd_W54,3,"0.565364,0.207986,0.226650"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ECIMPd_W54,3,"0.670918,0.158117,0.170965"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ECIMPd_W54,3,"0.716310,0.133543,0.150147"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ECIMPd_W54,3,"0.615485,0.198264,0.186251"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ECIMPd_W54,3,"0.635660,0.177901,0.186439"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ECIMPd_W54,3,"0.579564,0.198733,0.221703"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ECIMPd_W54,3,"0.625700,0.184957,0.189343"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ECIMPd_W54,3,"0.558793,0.215434,0.225773"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ECIMPd_W54,3,"0.492722,0.251658,0.255621"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ECIMPd_W54,3,"0.595704,0.212405,0.191892"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ECIMPd_W54,3,"0.607246,0.197144,0.195610"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ECIMPd_W54,3,"0.540474,0.227070,0.232455"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ECIMPd_W54,3,"0.544050,0.216408,0.239542"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ECIMPd_W54,3,"0.633885,0.180198,0.185918"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECIMPd_W54,3,"0.649042,0.169313,0.181646"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ECIMPg_W54,3,"0.778242,0.114775,0.106982"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ECIMPg_W54,3,"0.677052,0.164627,0.158321"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ECIMPg_W54,3,"0.724275,0.151816,0.123909"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ECIMPg_W54,3,"0.733599,0.138920,0.127480"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ECIMPg_W54,3,"0.625700,0.189343,0.184957"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ECIMPg_W54,3,"0.759571,0.117398,0.123032"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ECIMPg_W54,3,"0.789269,0.098789,0.111942"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ECIMPg_W54,3,"0.705829,0.156266,0.137904"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ECIMPg_W54,3,"0.725278,0.139507,0.135215"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ECIMPg_W54,3,"0.645600,0.175124,0.179277"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ECIMPg_W54,3,"0.711799,0.148040,0.140161"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ECIMPg_W54,3,"0.610879,0.199879,0.189242"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ECIMPg_W54,3,"0.526789,0.243073,0.230137"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ECIMPg_W54,3,"0.689586,0.170316,0.140098"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ECIMPg_W54,3,"0.694529,0.159890,0.145581"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ECIMPg_W54,3,"0.596837,0.207879,0.195284"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ECIMPg_W54,3,"0.620167,0.186208,0.193625"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ECIMPg_W54,3,"0.725296,0.136279,0.138425"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECIMPg_W54,3,"0.732177,0.130251,0.137572"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ECIMPi_W54,3,"0.220869,0.497736,0.281395"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ECIMPi_W54,3,"0.181916,0.475555,0.342529"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ECIMPi_W54,3,"0.233040,0.509007,0.257952"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ECIMPi_W54,3,"0.209832,0.503361,0.286807"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ECIMPi_W54,3,"0.181043,0.480725,0.338232"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ECIMPi_W54,3,"0.241499,0.499410,0.259091"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ECIMPi_W54,3,"0.248679,0.490708,0.260613"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ECIMPi_W54,3,"0.235370,0.506126,0.258504"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ECIMPi_W54,3,"0.216489,0.503353,0.280158"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ECIMPi_W54,3,"0.176044,0.489884,0.334072"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ECIMPi_W54,3,"0.213468,0.492466,0.294065"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ECIMPi_W54,3,"0.170851,0.486708,0.342442"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ECIMPi_W54,3,"0.219836,0.447563,0.332601"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ECIMPi_W54,3,"0.227768,0.497491,0.274741"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ECIMPi_W54,3,"0.223252,0.476331,0.300418"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ECIMPi_W54,3,"0.184279,0.463278,0.352443"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ECIMPi_W54,3,"0.210198,0.459114,0.330688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ECIMPi_W54,3,"0.246412,0.478696,0.274892"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECIMPi_W54,3,"0.251735,0.463012,0.285253"
