ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CARS9A_W27,4,"0.249256,0.282445,0.298321,0.169978"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CARS9A_W27,4,"0.233710,0.293139,0.304816,0.168335"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CARS9A_W27,4,"0.226831,0.282296,0.324920,0.165953"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CARS9A_W27,4,"0.257036,0.282299,0.286745,0.173920"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CARS9A_W27,4,"0.233810,0.271224,0.317093,0.177873"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CARS9A_W27,4,"0.218872,0.270271,0.336357,0.174500"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CARS9A_W27,4,"0.215105,0.265620,0.346433,0.172842"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CARS9A_W27,4,"0.244504,0.268535,0.306676,0.180286"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CARS9A_W27,4,"0.244797,0.258557,0.295281,0.201364"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CARS9A_W27,4,"0.227448,0.261791,0.308465,0.202296"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CARS9A_W27,4,"0.225841,0.257919,0.318487,0.197753"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CARS9A_W27,4,"0.256158,0.256158,0.276973,0.210710"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,CITYSIZE_W32,3,"0.362269,0.335044,0.302687"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CITYSIZE_W32,3,"0.320069,0.320069,0.359863"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,CITYSIZE_W32,3,"0.306053,0.357813,0.336134"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CITYSIZE_W32,3,"0.339422,0.326419,0.334160"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CITYSIZE_W32,3,"0.308455,0.360621,0.330924"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CITYSIZE_W32,3,"0.298739,0.352000,0.349261"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CITYSIZE_W32,3,"0.288155,0.364263,0.347582"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CITYSIZE_W32,3,"0.320440,0.338453,0.341107"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CITYSIZE_W32,3,"0.311720,0.361601,0.326679"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CITYSIZE_W32,3,"0.306791,0.331720,0.361488"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CITYSIZE_W32,3,"0.292196,0.360813,0.346991"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CITYSIZE_W32,3,"0.322993,0.335859,0.341148"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CITYSIZE_W32,3,"0.327270,0.340307,0.332424"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CITYSIZE_W32,3,"0.312416,0.322333,0.365251"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CITYSIZE_W32,3,"0.305249,0.337879,0.356872"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CITYSIZE_W32,3,"0.330125,0.310124,0.359750"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMATTACH_W32,4,"0.424208,0.322721,0.172740,0.080331"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMATTACH_W32,4,"0.375354,0.352613,0.190220,0.081813"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMATTACH_W32,4,"0.334573,0.356151,0.212667,0.096609"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMATTACH_W32,4,"0.396439,0.344432,0.167863,0.091265"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMATTACH_W32,4,"0.375105,0.344215,0.191585,0.089095"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMATTACH_W32,4,"0.349502,0.386863,0.191511,0.072124"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMATTACH_W32,4,"0.307923,0.374340,0.225282,0.092455"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMATTACH_W32,4,"0.370822,0.367936,0.176538,0.084704"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMATTACH_W32,4,"0.368909,0.341185,0.191388,0.098518"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMATTACH_W32,4,"0.350080,0.366880,0.197917,0.085123"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMATTACH_W32,4,"0.316790,0.370365,0.217727,0.095118"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMATTACH_W32,4,"0.376134,0.356117,0.176291,0.091458"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMATTACH_W32,4,"0.370750,0.319606,0.186425,0.123219"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMATTACH_W32,4,"0.343426,0.343426,0.197213,0.115935"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMATTACH_W32,4,"0.311811,0.331921,0.221107,0.135160"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMATTACH_W32,4,"0.376495,0.322033,0.172372,0.129101"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMMIMPA_W32,4,"0.725284,0.172270,0.068524,0.033922"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMMIMPA_W32,4,"0.719925,0.177809,0.069631,0.032635"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMMIMPA_W32,4,"0.662329,0.205180,0.093938,0.038552"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMMIMPA_W32,4,"0.761582,0.154725,0.050232,0.033462"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMMIMPA_W32,4,"0.669307,0.210607,0.083774,0.036313"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMMIMPA_W32,4,"0.660962,0.230214,0.075917,0.032907"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMMIMPA_W32,4,"0.594767,0.255806,0.108315,0.041112"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMMIMPA_W32,4,"0.704095,0.198599,0.060569,0.036737"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMMIMPA_W32,4,"0.656450,0.216474,0.085437,0.041639"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMMIMPA_W32,4,"0.662544,0.218484,0.081006,0.037967"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMMIMPA_W32,4,"0.607573,0.245482,0.101536,0.045410"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMMIMPA_W32,4,"0.705299,0.192818,0.061149,0.040734"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMMIMPA_W32,4,"0.669584,0.194860,0.081867,0.053690"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMMIMPA_W32,4,"0.650886,0.214640,0.080205,0.054269"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMMIMPA_W32,4,"0.590443,0.233034,0.111811,0.064711"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMMIMPA_W32,4,"0.697481,0.177734,0.061905,0.062880"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMMIMPB_W32,4,"0.823711,0.110610,0.042312,0.023367"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMMIMPB_W32,4,"0.856482,0.088181,0.035351,0.019986"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMMIMPB_W32,4,"0.811445,0.110678,0.053940,0.023936"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMMIMPB_W32,4,"0.879721,0.076869,0.025152,0.018258"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMMIMPB_W32,4,"0.803483,0.122259,0.048631,0.025627"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMMIMPB_W32,4,"0.824215,0.117815,0.037656,0.020314"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMMIMPB_W32,4,"0.768290,0.144357,0.060649,0.026703"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMMIMPB_W32,4,"0.846796,0.101135,0.030366,0.021702"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMMIMPB_W32,4,"0.801110,0.121898,0.048488,0.028504"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMMIMPB_W32,4,"0.835343,0.102133,0.039376,0.023148"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMMIMPB_W32,4,"0.778777,0.135331,0.057303,0.028589"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMMIMPB_W32,4,"0.849185,0.096776,0.030691,0.023348"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMMIMPB_W32,4,"0.802156,0.113770,0.047426,0.036648"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMMIMPB_W32,4,"0.821888,0.106137,0.039352,0.032624"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMMIMPB_W32,4,"0.757963,0.135895,0.064696,0.041446"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMMIMPB_W32,4,"0.830705,0.099214,0.032717,0.037364"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMMIMPH_W32,4,"0.318474,0.253909,0.272405,0.155212"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMMIMPH_W32,4,"0.259498,0.234437,0.333202,0.172863"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMMIMPH_W32,4,"0.257139,0.245364,0.330173,0.167324"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMMIMPH_W32,4,"0.317323,0.241406,0.271420,0.169851"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMMIMPH_W32,4,"0.272658,0.266342,0.299456,0.161544"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMMIMPH_W32,4,"0.261595,0.261595,0.323027,0.153784"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMMIMPH_W32,4,"0.250526,0.264608,0.329310,0.155555"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMMIMPH_W32,4,"0.315025,0.257116,0.269455,0.158404"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMMIMPH_W32,4,"0.260558,0.262601,0.304623,0.172218"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMMIMPH_W32,4,"0.239697,0.241577,0.348756,0.169970"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMMIMPH_W32,4,"0.251647,0.257614,0.330783,0.159956"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMMIMPH_W32,4,"0.314249,0.250541,0.270900,0.164309"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMMIMPH_W32,4,"0.270757,0.242705,0.283751,0.202788"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMMIMPH_W32,4,"0.242007,0.222078,0.325656,0.210259"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMMIMPH_W32,4,"0.252428,0.235288,0.314151,0.198133"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMMIMPH_W32,4,"0.329341,0.224591,0.244746,0.201322"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMPROMISEVAL_W92,2,"0.449393,0.550607"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMPROMISEVAL_W92,2,"0.414899,0.585101"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMPROMISEVAL_W92,2,"0.426322,0.573678"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMPROMISEVAL_W92,2,"0.437824,0.562177"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMPROMISEVAL_W92,2,"0.449393,0.550607"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMPROMISEVAL_W92,2,"0.384912,0.615088"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMPROMISEVAL_W92,2,"0.413004,0.586996"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMPROMISEVAL_W92,2,"0.422505,0.577495"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMPROMISEVAL_W92,2,"0.453262,0.546738"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMPROMISEVAL_W92,2,"0.407333,0.592667"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMPROMISEVAL_W92,2,"0.401688,0.598312"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,COMPROMISEVAL_W92,2,"0.418697,0.581303"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMPROMISEVAL_W92,2,"0.414899,0.585101"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMPROMISEVAL_W92,2,"0.461017,0.538983"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMPROMISEVAL_W92,2,"0.411111,0.588889"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMPROMISEVAL_W92,2,"0.426322,0.573678"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMPROMISEVAL_W92,2,"0.422505,0.577495"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,COMTYPE2_W32,3,"0.372454,0.369555,0.257991"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,COMTYPE2_W32,3,"0.319379,0.385244,0.295377"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,COMTYPE2_W32,3,"0.313783,0.384455,0.301762"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,COMTYPE2_W32,3,"0.343062,0.368051,0.288887"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,COMTYPE2_W32,3,"0.303128,0.414326,0.282546"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,COMTYPE2_W32,3,"0.283073,0.431634,0.285293"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,COMTYPE2_W32,3,"0.285717,0.402926,0.311357"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,COMTYPE2_W32,3,"0.302626,0.404059,0.293315"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,COMTYPE2_W32,3,"0.309262,0.400214,0.290524"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,COMTYPE2_W32,3,"0.296087,0.398428,0.305485"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,COMTYPE2_W32,3,"0.292280,0.384195,0.323525"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,COMTYPE2_W32,3,"0.307637,0.379881,0.312482"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,COMTYPE2_W32,3,"0.330125,0.359750,0.310124"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,COMTYPE2_W32,3,"0.306713,0.364231,0.329055"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,COMTYPE2_W32,3,"0.306973,0.342453,0.350574"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,COMTYPE2_W32,3,"0.324543,0.324543,0.350914"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,CONCERNGOV_W49,4,"0.458505,0.255197,0.182381,0.103917"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CONCERNGOV_W49,4,"0.446996,0.264836,0.192251,0.095917"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,CONCERNGOV_W49,4,"0.420273,0.282158,0.198523,0.099047"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CONCERNGOV_W49,4,"0.496608,0.249710,0.147948,0.105734"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CONCERNGOV_W49,4,"0.439358,0.270681,0.193447,0.096514"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CONCERNGOV_W49,4,"0.414740,0.296401,0.200555,0.088303"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CONCERNGOV_W49,4,"0.384397,0.304083,0.217319,0.094201"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CONCERNGOV_W49,4,"0.452521,0.276621,0.169095,0.101763"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CONCERNGOV_W49,4,"0.436429,0.270985,0.184796,0.107790"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CONCERNGOV_W49,4,"0.427002,0.282231,0.192465,0.098302"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,4,"0.397660,0.295515,0.204698,0.102127"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CONCERNGOV_W49,4,"0.457307,0.268837,0.161789,0.112068"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CONCERNGOV_W49,4,"0.448816,0.251763,0.175759,0.123662"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CONCERNGOV_W49,4,"0.429144,0.268551,0.183136,0.119169"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CONCERNGOV_W49,4,"0.398768,0.276218,0.200513,0.124501"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CONCERNGOV_W49,4,"0.460655,0.244652,0.153099,0.141594"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,CONFd_F2_W42,4,"0.335198,0.317359,0.213065,0.134378"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CONFd_F2_W42,4,"0.303719,0.333570,0.231058,0.131653"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,CONFd_F2_W42,4,"0.275998,0.320163,0.257258,0.146581"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CONFd_F2_W42,4,"0.331535,0.313891,0.197968,0.156606"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CONFd_F2_W42,4,"0.301839,0.326365,0.231428,0.140368"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CONFd_F2_W42,4,"0.292383,0.355448,0.233108,0.119060"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CONFd_F2_W42,4,"0.266842,0.337320,0.262705,0.133133"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,CONFd_F2_W42,4,"0.285540,0.326096,0.229437,0.158927"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CONFd_F2_W42,4,"0.318442,0.328550,0.207214,0.145793"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CONFd_F2_W42,4,"0.286501,0.317128,0.239381,0.156990"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CONFd_F2_W42,4,"0.282493,0.335469,0.245434,0.136605"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CONFd_F2_W42,4,"0.265794,0.328212,0.263725,0.142269"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CONFd_F2_W42,4,"0.308828,0.316151,0.217287,0.157734"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CONFd_F2_W42,4,"0.291950,0.296548,0.227371,0.184131"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CONFd_F2_W42,4,"0.281137,0.316090,0.234898,0.167874"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CONFd_F2_W42,4,"0.266427,0.297221,0.260255,0.176097"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CONFd_F2_W42,4,"0.314069,0.292744,0.201200,0.191987"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,CONFe_W42,4,"0.249007,0.245147,0.284375,0.221471"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CONFe_W42,4,"0.217318,0.233149,0.328792,0.220741"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,CONFe_W42,4,"0.209039,0.219071,0.352820,0.219071"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CONFe_W42,4,"0.245740,0.223749,0.282845,0.247667"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CONFe_W42,4,"0.212795,0.231891,0.327018,0.228296"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CONFe_W42,4,"0.216214,0.262850,0.327122,0.193813"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CONFe_W42,4,"0.207544,0.238882,0.358604,0.194970"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,CONFe_W42,4,"0.229137,0.255621,0.289657,0.225585"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CONFe_W42,4,"0.242948,0.241058,0.293052,0.222942"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CONFe_W42,4,"0.202393,0.213770,0.341603,0.242233"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CONFe_W42,4,"0.200388,0.220084,0.362857,0.216672"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CONFe_W42,4,"0.200409,0.221832,0.377350,0.200409"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CONFe_W42,4,"0.233736,0.216170,0.314526,0.235569"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CONFe_W42,4,"0.209282,0.206038,0.311725,0.272955"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CONFe_W42,4,"0.206797,0.218421,0.325337,0.249445"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CONFe_W42,4,"0.205828,0.210709,0.344697,0.238765"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CONFe_W42,4,"0.247951,0.213747,0.268099,0.270202"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,CONTROLGRPe_W49,4,"0.377832,0.265838,0.270025,0.086305"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CONTROLGRPe_W49,4,"0.369405,0.274518,0.281028,0.075049"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,CONTROLGRPe_W49,4,"0.333000,0.269671,0.305578,0.091751"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CONTROLGRPe_W49,4,"0.387231,0.272451,0.264068,0.076250"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,CONTROLGRPe_W49,4,"0.346920,0.292136,0.276589,0.084355"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,CONTROLGRPe_W49,4,"0.366381,0.289831,0.274407,0.069381"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,CONTROLGRPe_W49,4,"0.334468,0.286085,0.297482,0.081965"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,CONTROLGRPe_W49,4,"0.383617,0.287316,0.257548,0.071519"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CONTROLGRPe_W49,4,"0.337835,0.288966,0.282272,0.090927"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,CONTROLGRPe_W49,4,"0.357393,0.287173,0.280521,0.074914"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CONTROLGRPe_W49,4,"0.331555,0.277024,0.304252,0.087170"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,CONTROLGRPe_W49,4,"0.379611,0.282103,0.262949,0.075336"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,CONTROLGRPe_W49,4,"0.334666,0.275288,0.275288,0.114757"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,CONTROLGRPe_W49,4,"0.349270,0.274145,0.274145,0.102440"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,CONTROLGRPe_W49,4,"0.320699,0.263800,0.296598,0.118904"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,CONTROLGRPe_W49,4,"0.365779,0.265527,0.261411,0.107283"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,DATAUSEc_W49,2,"0.527317,0.472683"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,DATAUSEc_W49,2,"0.503906,0.496094"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,DATAUSEc_W49,2,"0.480479,0.519521"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,DATAUSEc_W49,2,"0.492188,0.507812"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,DATAUSEc_W49,2,"0.468791,0.531209"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,DATAUSEc_W49,2,"0.480479,0.519521"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,DATAUSEc_W49,2,"0.472683,0.527317"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,DATAUSEc_W49,2,"0.480479,0.519521"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,DATAUSEc_W49,2,"0.437824,0.562177"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,DATAUSEc_W49,2,"0.457137,0.542863"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,DATAUSEc_W49,2,"0.449393,0.550607"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,DATAUSEc_W49,2,"0.457137,0.542863"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,DATAUSEc_W49,2,"0.437824,0.562177"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,DATAUSEc_W49,2,"0.449393,0.550607"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,DATAUSEc_W49,2,"0.445530,0.554470"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,DATAUSEc_W49,2,"0.453262,0.546738"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,DB1b_W49,3,"0.596124,0.272925,0.130951"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,DB1b_W49,3,"0.593018,0.269391,0.137591"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,DB1b_W49,3,"0.534809,0.277455,0.187736"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,DB1b_W49,3,"0.612503,0.269682,0.117815"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,DB1b_W49,3,"0.521791,0.314020,0.164189"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,DB1b_W49,3,"0.546255,0.311246,0.142499"
