ty,gk,qk,n_opt,mouth_pred
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ABORTIONRESTR_W32,2,"0.594551,0.405449"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,COMATTACH_W32,4,"0.345530,0.340173,0.204719,0.109578"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,COMATTACH_W32,4,"0.354620,0.317879,0.206848,0.120653"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,COMATTACH_W32,4,"0.336917,0.334295,0.214158,0.114630"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,COMATTACH_W32,4,"0.335517,0.335517,0.218325,0.110642"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,COMATTACH_W32,4,"0.333437,0.330842,0.218673,0.117047"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,COMATTACH_W32,4,"0.350740,0.321857,0.206190,0.121213"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,COMATTACH_W32,4,"0.336004,0.330795,0.215252,0.117949"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,COMATTACH_W32,4,"0.308518,0.330992,0.232882,0.127609"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,COMATTACH_W32,4,"0.299750,0.326649,0.219302,0.154298"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,COMATTACH_W32,4,"0.345407,0.329589,0.199906,0.125098"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,COMMIMPB_W32,4,"0.782945,0.138198,0.057161,0.021696"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,COMMIMPB_W32,4,"0.813179,0.120868,0.047704,0.018248"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,COMMIMPB_W32,4,"0.736610,0.181930,0.058148,0.023311"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,COMMIMPB_W32,4,"0.733562,0.186928,0.057010,0.022500"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,COMMIMPB_W32,4,"0.692274,0.206241,0.075872,0.025613"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,COMMIMPB_W32,4,"0.731043,0.177756,0.065393,0.025809"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,COMMIMPB_W32,4,"0.767577,0.159641,0.052644,0.020138"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,COMMIMPB_W32,4,"0.712013,0.191636,0.072737,0.023614"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,COMMIMPB_W32,4,"0.759843,0.166915,0.050117,0.023125"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,COMMIMPB_W32,4,"0.716011,0.179627,0.068714,0.035648"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,COMMIMPB_W32,4,"0.762402,0.158565,0.051478,0.027554"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,COMMIMPB_W32,4,"0.753550,0.166831,0.055015,0.024604"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,COMMIMPB_W32,4,"0.680314,0.205869,0.075735,0.038082"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,COMMIMPB_W32,4,"0.696864,0.195030,0.072310,0.035796"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,COMMIMPB_W32,4,"0.723699,0.182980,0.061771,0.031550"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,COMMIMPB_W32,4,"0.651727,0.218301,0.089591,0.040382"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,COMMIMPB_W32,4,"0.636727,0.225265,0.075454,0.062554"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,COMMIMPB_W32,4,"0.735431,0.177431,0.053274,0.033863"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,COMMIMPG_W32,4,"0.678895,0.197570,0.086989,0.036547"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,COMMIMPG_W32,4,"0.691778,0.193607,0.080707,0.033908"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,COMMIMPG_W32,4,"0.595640,0.266387,0.096479,0.041495"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,COMMIMPG_W32,4,"0.591116,0.274895,0.095001,0.038988"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,COMMIMPG_W32,4,"0.553858,0.287338,0.116095,0.042709"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,COMMIMPG_W32,4,"0.588111,0.260973,0.106269,0.044647"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,COMMIMPG_W32,4,"0.615528,0.256590,0.091490,0.036392"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,COMMIMPG_W32,4,"0.569644,0.277622,0.113049,0.039684"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,COMMIMPG_W32,4,"0.620250,0.250604,0.086606,0.042540"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,COMMIMPG_W32,4,"0.588367,0.253053,0.103853,0.054727"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,COMMIMPG_W32,4,"0.618897,0.248111,0.087095,0.045896"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,COMMIMPG_W32,4,"0.611727,0.255006,0.091638,0.041629"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,COMMIMPG_W32,4,"0.572667,0.262186,0.108445,0.056702"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,COMMIMPG_W32,4,"0.560176,0.268776,0.112921,0.058127"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,COMMIMPG_W32,4,"0.572248,0.270311,0.104214,0.053227"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,COMMIMPG_W32,4,"0.521559,0.285791,0.130844,0.061807"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,COMMIMPG_W32,4,"0.512162,0.287297,0.114279,0.086262"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,COMMIMPG_W32,4,"0.607898,0.247539,0.087576,0.056987"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,COMMIMPH_W32,4,"0.370467,0.233651,0.260656,0.135227"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,COMMIMPH_W32,4,"0.314887,0.235840,0.295809,0.153464"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,COMMIMPH_W32,4,"0.278036,0.259158,0.300629,0.162177"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,COMMIMPH_W32,4,"0.282609,0.267568,0.296171,0.153652"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,COMMIMPH_W32,4,"0.271924,0.269808,0.305732,0.152536"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,COMMIMPH_W32,4,"0.271263,0.256827,0.307381,0.164529"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,COMMIMPH_W32,4,"0.259027,0.259027,0.322364,0.159582"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,COMMIMPH_W32,4,"0.274530,0.268171,0.315983,0.141316"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,COMMIMPH_W32,4,"0.297899,0.258819,0.288734,0.154548"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,COMMIMPH_W32,4,"0.289993,0.249989,0.285497,0.174521"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,COMMIMPH_W32,4,"0.271547,0.249185,0.305308,0.173959"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,COMMIMPH_W32,4,"0.281667,0.260499,0.299833,0.158001"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,COMMIMPH_W32,4,"0.331881,0.256458,0.266674,0.144988"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,COMMIMPH_W32,4,"0.284873,0.253372,0.284873,0.176882"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,COMMIMPH_W32,4,"0.274122,0.251548,0.298721,0.175609"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,COMMIMPH_W32,4,"0.279835,0.258805,0.295564,0.165797"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,COMMIMPH_W32,4,"0.286652,0.251001,0.271396,0.190951"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,COMMIMPH_W32,4,"0.323690,0.246250,0.262132,0.167928"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,COMMYRS_W32,5,"0.172917,0.155002,0.188435,0.222030,0.261616"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,COMMYRS_W32,5,"0.137850,0.170222,0.203729,0.232666,0.255533"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,COMMYRS_W32,5,"0.135400,0.167196,0.186521,0.239497,0.271386"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,COMMYRS_W32,5,"0.131989,0.187594,0.198138,0.229845,0.252435"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,COMMYRS_W32,5,"0.128172,0.182169,0.208044,0.226714,0.254901"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,COMMYRS_W32,5,"0.139376,0.155486,0.184644,0.238947,0.281548"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,COMMYRS_W32,5,"0.126478,0.170195,0.197429,0.238145,0.267754"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,COMMYRS_W32,5,"0.128316,0.171325,0.211558,0.223449,0.265353"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,COMMYRS_W32,5,"0.127813,0.148266,0.170653,0.236928,0.316340"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,COMMYRS_W32,5,"0.150474,0.155251,0.180094,0.233059,0.281123"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,COMMYRS_W32,5,"0.129344,0.172697,0.194169,0.234212,0.269577"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,COMMYRS_W32,5,"0.130596,0.170329,0.184170,0.227420,0.287485"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,COMMYRS_W32,5,"0.142194,0.147859,0.154955,0.208514,0.346478"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,COMMYRS_W32,5,"0.153262,0.143976,0.153262,0.230074,0.319426"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,COMMYRS_W32,5,"0.136052,0.165397,0.164110,0.227844,0.306598"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,COMMYRS_W32,5,"0.136955,0.160117,0.184293,0.217151,0.301484"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,COMMYRS_W32,5,"0.140419,0.157877,0.159116,0.226149,0.316439"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,COMMYRS_W32,5,"0.130418,0.127396,0.123477,0.220121,0.398588"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,DEBTe_W54,2,"0.707405,0.292595"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,DEBTe_W54,2,"0.649579,0.350421"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,DEBTe_W54,2,"0.685949,0.314051"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,DEBTe_W54,2,"0.594551,0.405449"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,DEBTe_W54,2,"0.569853,0.430147"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,DEBTe_W54,2,"0.550607,0.449393"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,DEBTe_W54,2,"0.615088,0.384912"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,DEBTe_W54,2,"0.592667,0.407333"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,DEBTe_W54,2,"0.590779,0.409221"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,DEBTe_W54,2,"0.613237,0.386763"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,DEBTe_W54,2,"0.618780,0.381220"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,DEBTe_W54,2,"0.588889,0.411111"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,DEBTe_W54,2,"0.577495,0.422505"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,DEBTe_W54,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,DEBTe_W54,2,"0.603932,0.396068"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,DEBTe_W54,2,"0.575588,0.424412"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,DEBTe_W54,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,DEBTe_W54,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,DEBTe_W54,2,"0.607663,0.392337"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,DIFFPARTY_W92,3,"0.494651,0.275315,0.230034"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,DIFFPARTY_W92,3,"0.452405,0.289822,0.257773"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,DIFFPARTY_W92,3,"0.425357,0.306373,0.268269"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,DIFFPARTY_W92,3,"0.463921,0.285813,0.250266"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,DIFFPARTY_W92,3,"0.437578,0.322650,0.239773"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,DIFFPARTY_W92,3,"0.424196,0.310349,0.265455"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,DIFFPARTY_W92,3,"0.402178,0.325694,0.272128"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,DIFFPARTY_W92,3,"0.429774,0.309555,0.260671"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,DIFFPARTY_W92,3,"0.427172,0.327524,0.245304"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,DIFFPARTY_W92,3,"0.422632,0.319019,0.258349"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,DIFFPARTY_W92,3,"0.405941,0.323644,0.270415"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,DIFFPARTY_W92,3,"0.425778,0.313949,0.260273"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,DIFFPARTY_W92,3,"0.445283,0.318229,0.236488"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,DIFFPARTY_W92,3,"0.437742,0.312840,0.249418"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,DIFFPARTY_W92,3,"0.420519,0.322423,0.257058"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,DIFFPARTY_W92,3,"0.436403,0.307048,0.256548"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,DIFFPARTY_W92,3,"0.415217,0.320855,0.263928"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,DIFFPARTY_W92,3,"0.434518,0.317900,0.247581"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,DIFFPARTY_W92,3,"0.430812,0.307887,0.261301"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,DIFFPARTY_W92,3,"0.405236,0.320568,0.274196"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,DIFFPARTY_W92,3,"0.416072,0.321515,0.262413"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,DIFFPARTY_W92,3,"0.437606,0.303121,0.259273"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,DNA2c_W50,2,"0.647798,0.352202"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,DNA2c_W50,2,"0.633410,0.366590"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,DNA2c_W50,2,"0.622459,0.377541"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,DNA2c_W50,2,"0.548674,0.451327"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,DNA2c_W50,2,"0.569853,0.430147"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,DNA2c_W50,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,DNA2c_W50,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,DNA2c_W50,2,"0.566019,0.433981"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,DNA2c_W50,2,"0.581303,0.418697"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,DNA2c_W50,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,DNA2c_W50,2,"0.577495,0.422505"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,DNA2c_W50,2,"0.566019,0.433981"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,DNA2c_W50,2,"0.583203,0.416797"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,DNA2c_W50,2,"0.554470,0.445530"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,DNA2c_W50,2,"0.583203,0.416797"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,DNA2c_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,DNA2c_W50,2,"0.529263,0.470737"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,DNA2c_W50,2,"0.552540,0.447460"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,DNA2c_W50,2,"0.567937,0.432063"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,DNA2c_W50,2,"0.542863,0.457137"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,DNA2c_W50,2,"0.542863,0.457137"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,DNA2c_W50,2,"0.569853,0.430147"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,DNA3b_W50,2,"0.624294,0.375706"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,DNA3b_W50,2,"0.590779,0.409221"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,DNA3b_W50,2,"0.609524,0.390476"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,DNA3b_W50,2,"0.527317,0.472683"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,DNA3b_W50,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,DNA3b_W50,2,"0.513668,0.486332"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,DNA3b_W50,2,"0.538983,0.461017"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,DNA3b_W50,2,"0.538983,0.461017"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,DNA3b_W50,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,DNA3b_W50,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,DNA3b_W50,2,"0.550607,0.449393"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,DNA3b_W50,2,"0.558327,0.441673"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,DNA3b_W50,2,"0.546738,0.453262"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,DNA3b_W50,2,"0.540924,0.459076"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,DNA3b_W50,2,"0.567937,0.432063"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,DNA3b_W50,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,DNA3b_W50,2,"0.525369,0.474631"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,DNA3b_W50,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,DNA3b_W50,2,"0.525369,0.474631"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,DNA3b_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,DNA3b_W50,2,"0.521471,0.478529"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,DNA3b_W50,2,"0.542863,0.457137"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,DNA4_W50,2,"0.822189,0.177811"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,DNA4_W50,2,"0.803174,0.196826"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,DNA4_W50,2,"0.812867,0.187133"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,DNA4_W50,2,"0.718594,0.281406"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,DNA4_W50,2,"0.710628,0.289372"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,DNA4_W50,2,"0.690976,0.309024"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,DNA4_W50,2,"0.710628,0.289372"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,DNA4_W50,2,"0.743168,0.256832"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,DNA4_W50,2,"0.729520,0.270480"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,DNA4_W50,2,"0.732592,0.267408"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,DNA4_W50,2,"0.740174,0.259826"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,DNA4_W50,2,"0.747616,0.252384"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,DNA4_W50,2,"0.734120,0.265880"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,DNA4_W50,2,"0.727975,0.272025"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,DNA4_W50,2,"0.738669,0.261331"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,DNA4_W50,2,"0.649579,0.350421"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,DNA4_W50,2,"0.627951,0.372049"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,DNA4_W50,2,"0.695958,0.304042"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,DNA4_W50,2,"0.661923,0.338077"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,DNA4_W50,2,"0.647798,0.352202"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,DNA4_W50,2,"0.638835,0.361165"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,DNA4_W50,2,"0.682574,0.317426"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ECIMPa_W54,3,"0.453934,0.295380,0.250686"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,ECIMPa_W54,3,"0.435247,0.294503,0.270251"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,ECIMPa_W54,3,"0.475411,0.292892,0.231697"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,ECIMPa_W54,3,"0.433446,0.327182,0.239372"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,ECIMPa_W54,3,"0.421855,0.301486,0.276659"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,ECIMPa_W54,3,"0.394128,0.324201,0.281671"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,ECIMPa_W54,3,"0.417067,0.337751,0.245181"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,ECIMPa_W54,3,"0.417604,0.312771,0.269625"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,ECIMPa_W54,3,"0.400740,0.319498,0.279762"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,ECIMPa_W54,3,"0.440735,0.310096,0.249169"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,ECIMPa_W54,3,"0.418727,0.331240,0.250033"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,ECIMPa_W54,3,"0.416060,0.306784,0.277156"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,ECIMPa_W54,3,"0.389407,0.327914,0.282679"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,ECIMPa_W54,3,"0.394653,0.309766,0.295581"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,ECIMPa_W54,3,"0.401156,0.337807,0.261037"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,ECIMPa_W54,3,"0.396469,0.311192,0.292338"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,ECIMPa_W54,3,"0.370552,0.327011,0.302436"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,ECIMPa_W54,3,"0.376186,0.316780,0.307034"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,ECIMPa_W54,3,"0.418957,0.304130,0.276913"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ECIMPb_W54,3,"0.652863,0.140093,0.207044"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,ECIMPb_W54,3,"0.640965,0.132271,0.226765"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,ECIMPb_W54,3,"0.709314,0.107090,0.183596"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,ECIMPb_W54,3,"0.628977,0.155346,0.215677"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,ECIMPb_W54,3,"0.611972,0.146496,0.241531"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,ECIMPb_W54,3,"0.570310,0.168583,0.261107"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,ECIMPb_W54,3,"0.606065,0.165689,0.228246"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,ECIMPb_W54,3,"0.606559,0.152169,0.241272"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,ECIMPb_W54,3,"0.583089,0.158167,0.258744"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,ECIMPb_W54,3,"0.639409,0.136138,0.224454"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,ECIMPb_W54,3,"0.608217,0.166277,0.225506"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,ECIMPb_W54,3,"0.612420,0.147753,0.239827"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,ECIMPb_W54,3,"0.571804,0.166405,0.261791"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,ECIMPb_W54,3,"0.561512,0.175313,0.263175"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,ECIMPb_W54,3,"0.592952,0.176651,0.230396"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,ECIMPb_W54,3,"0.584058,0.164741,0.251200"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,ECIMPb_W54,3,"0.533233,0.190130,0.276637"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,ECIMPb_W54,3,"0.548005,0.180713,0.271282"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,ECIMPb_W54,3,"0.623043,0.142317,0.234640"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ECIMPc_W54,3,"0.418156,0.318116,0.263728"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,ECIMPc_W54,3,"0.400068,0.314017,0.285916"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,ECIMPc_W54,3,"0.445822,0.313675,0.240503"
